Gene A	Gene B	Probability	True interactions	Common neighbors	Num of neighbors A	Num of neighbors B
YLR421C	YLL003W	0.62923	0	4	102	94
YFR021W	YBR011C	0.62918	0	31	193	387
YPL013C	YMR224C	0.62902	0	13	130	582
YBL085W	YDR439W	0.62891	0	21	149	445
YNL201C	YPL161C	0.62882	0	26	151	393
YJR025C	YER083C	0.62882	0	34	107	970
YGL206C	YLR050C	0.62853	0	4	113	78
YDL101C	YLR025W	0.6285	0	20	481	142
YLR218C	YER139C	0.62836	0	24	271	241
YLR433C	YFR051C	0.62778	0	24	118	493
YGL215W	YHR012W	0.62775	1	54	228	395
YGL215W	YHR012W	0.62775	0	54	228	395
YMR070W	YPL141C	0.62774	0	20	293	159
YFR012W	YNL199C	0.62772	0	11	80	363
YJR057W	YDL121C	0.62768	0	16	661	111
YNL202W	YJL062W-A	0.62727	0	4	48	194
YNL088W	YLR332W	0.62716	0	24	221	214
YJL080C	YDR176W	0.62714	0	12	241	164
YPL093W	YBR040W	0.62699	0	12	339	142
YJL129C	YCR068W	0.62689	0	10	121	309
YCL059C	YNR045W	0.62683	0	25	403	172
YJR102C	YDR419W	0.62677	0	7	106	135
YLR381W	YOR020C	0.6262	0	26	151	499
YNL232W	YPR165W	0.62594	0	30	438	167
YNR023W	YOR072W-B	0.62572	0	14	131	111
YGL160W	YML128C	0.62567	0	18	55	600
YDR196C	YCL001W	0.6255	1	31	304	211
YKL051W	YFL039C	0.62534	0	47	102	2268
YMR091C	YKL048C	0.62527	0	25	126	790
YML102W	YOR083W	0.62524	0	34	203	380
YBL059W	YDL087C	0.62513	0	5	111	123
YOR156C	YGL238W	0.62504	0	18	211	239
YGR083C	YLR182W	0.62497	0	33	112	683
YOR073W	YDR116C	0.62491	0	20	125	336
YBR109C	YDL235C	0.62455	0	30	982	93
YER007W	YJR147W	0.62441	0	10	106	115
YOR270C	YJR064W	0.62402	0	26	351	212
YDR456W	YOR194C	0.6239	0	34	281	267
YGL113W	YGR240C	0.62388	0	20	246	254
YKL185W	YKL112W	0.62354	0	44	153	394
YGR208W	YIR019C	0.62347	0	17	267	113
YML081C-A	YPR094W	0.6234	0	21	347	224
YGL247W	YGR227W	0.62337	0	22	354	140
YIL038C	YLR388W	0.62298	0	19	246	197
YNL186W	YFL045C	0.62287	1	32	221	268
YOR351C	YPL174C	0.6228	1	28	184	550
YOR361C	YDR189W	0.62279	0	26	177	325
YMR073C	YHR186C	0.6222	0	31	215	319
YDR335W	YIL026C	0.62219	0	17	415	91
YDR436W	YHR025W	0.62218	0	10	79	110
YMR067C	YOL001W	0.62184	1	64	227	547
YNL214W	YJL062W-A	0.6216	0	14	96	194
YGL043W	YFR031C-A	0.62139	0	67	584	345
YOR381W	YPL194W	0.62125	0	8	94	215
YDR142C	YJL148W	0.62124	0	15	77	520
YPL227C	YPL144W	0.62105	0	38	249	328
YLR356W	YPR107C	0.62096	0	42	126	416
YNL020C	YOL081W	0.62091	0	48	156	978
YMR077C	YDR409W	0.62049	0	21	161	216
YDR192C	YLR048W	0.6199	0	19	126	326
YNL315C	YOR005C	0.61986	0	43	311	245
YLR423C	YGL133W	0.61976	0	22	200	264
YML053C	YIL046W	0.61973	0	20	108	474
YKR077W	YOL115W	0.61957	0	13	69	415
YER086W	YNL099C	0.61929	0	16	239	254
YOR043W	YMR009W	0.61906	0	18	366	94
YOL093W	YHR203C	0.61857	0	14	83	309
YCR003W	YPL075W	0.61854	0	6	176	89
YLR262C	YHR199C	0.61823	0	36	926	125
YKR018C	YNL257C	0.61809	0	7	135	62
YOR099W	YLR440C	0.61786	0	17	113	371
YDL100C	YDR258C	0.61773	0	12	452	115
YPL242C	YDL049C	0.61767	0	6	97	60
YMR216C	YCL009C	0.61754	0	21	401	108
YFR014C	YOR035C	0.61728	0	30	288	321
YJR044C	YLR083C	0.61724	0	8	208	81
YDR294C	YMR322C	0.61724	0	5	154	84
YLR373C	YGR055W	0.6172	0	38	407	254
YMR293C	YPR101W	0.61702	0	35	311	298
YDR485C	YBL059W	0.61701	0	35	549	111
YNL106C	YHR151C	0.61691	0	18	186	142
YOR236W	YMR129W	0.61681	0	22	465	142
YLR205C	YML017W	0.61676	0	10	91	307
YLR335W	YGL099W	0.61672	0	10	198	107
YOR354C	YBL098W	0.61669	0	5	191	94
YPR016C	YJR085C	0.61665	0	23	580	199
YOR056C	YPL042C	0.61632	0	44	225	375
YPL152W	YKL087C	0.6163	0	21	220	199
YGR038W	YPL109C	0.61627	0	8	130	186
YLR084C	YPL056C	0.61602	0	4	82	81
YIL034C	YBR127C	0.61559	0	18	204	173
YPR052C	YLR096W	0.61537	0	13	171	199
YNL307C	YMR188C	0.61535	0	9	583	49
YOR312C	YNL127W	0.61452	1	16	186	254
YGL120C	YJR134C	0.6145	0	18	452	93
YJL030W	YDL122W	0.6144	0	25	380	195
YOR207C	YLR455W	0.61434	0	9	81	68
YGR245C	YML014W	0.61431	0	10	250	112
YIL038C	YBL043W	0.61408	0	5	246	54
YHR067W	YIL071C	0.61404	0	10	457	89
YOR329C	YML006C	0.61401	0	4	56	133
YIR023W	YAL054C	0.61353	0	13	571	88
YGL040C	YLL006W	0.61352	0	16	69	637
YDR488C	YPR117W	0.61346	0	16	272	162
YHR076W	YGR040W	0.61338	0	8	123	209
YER162C	YBR085W	0.61318	0	23	431	196
YOR311C	YIR027C	0.6131	0	7	460	59
YBR246W	YNL255C	0.61306	0	33	113	1217
YBR141C	YOR070C	0.61294	0	30	186	518
YAL038W	YNR054C	0.61254	0	7	273	154
YML017W	YJR013W	0.61203	0	24	307	164
YER173W	YGL121C	0.61188	0	9	203	70
YDR076W	YHR012W	0.61177	0	46	264	395
YLR154C-H	YGL124C	0.61169	0	37	127	425
YHR077C	YJL057C	0.61143	0	21	329	145
YLR203C	YPL132W	0.61104	0	16	101	51
YLR426W	YHR108W	0.61097	0	20	284	162
YOR360C	YML113W	0.61052	1	28	624	87
YBR183W	YLR397C	0.61039	0	11	119	314
YCR020C-A	YHR031C	0.61018	0	25	131	324
YEL031W	YBR291C	0.60982	0	32	457	173
YOR157C	YOR310C	0.60979	0	15	272	281
YHL014C	YMR267W	0.60964	0	10	59	415
YEL051W	YIL016W	0.60963	0	30	406	198
YDR339C	YNL317W	0.60924	0	4	257	38
YNL113W	YGR143W	0.60908	0	22	314	164
YPL169C	YPR033C	0.60894	0	25	340	154
YER157W	YDR314C	0.60891	0	18	1015	57
YKL108W	YPL007C	0.60858	0	4	53	175
YOL063C	YKL009W	0.60807	0	8	55	455
YDR052C	YLR325C	0.60794	0	56	813	173
YBR179C	YNL080C	0.60793	0	31	137	732
YOR171C	YNL272C	0.60775	0	24	150	374
YBR231C	YDR135C	0.60761	0	25	885	105
YGL092W	YBL008W-A	0.60752	0	7	272	17
YDL014W	YGL113W	0.60746	0	35	355	246
YDR167W	YGL054C	0.60741	0	56	283	456
YLR118C	YML049C	0.60731	0	7	52	197
YBR073W	YIL021W	0.60728	0	31	112	606
YLR205C	YDL138W	0.60719	0	6	91	181
YHR072W-A	YGR006W	0.60717	0	22	108	420
YJL210W	YPR098C	0.60695	0	6	125	119
YHR021C	YKL121W	0.60684	0	21	369	128
YPR160W	YNL056W	0.60641	0	27	274	315
YDR339C	YER112W	0.6064	0	14	257	187
YKL157W	YDR292C	0.6063	0	15	152	329
YBR020W	YLR275W	0.6061	0	18	81	717
YGR116W	YNL099C	0.60597	0	22	159	254
YEL052W	YNL262W	0.60573	0	14	49	592
YKR008W	YML088W	0.60569	0	20	316	179
YGR255C	YER180C	0.6056	0	7	129	69
YEL034W	YDR183W	0.60556	0	32	1027	110
YBR265W	YDL078C	0.60523	0	11	135	154
YDR364C	YJR135W-A	0.60492	0	9	162	91
YOR048C	YEL012W	0.60477	0	20	488	104
YCR068W	YHR157W	0.60369	0	5	309	92
YHR135C	YMR204C	0.60366	0	4	469	67
YNL227C	YNL240C	0.60362	0	23	184	302
YDL045C	YDR523C	0.60356	0	6	183	103
YBL099W	YMR139W	0.60341	0	13	141	183
YJL076W	YLR153C	0.60284	0	17	96	331
YGL233W	YBR120C	0.60247	0	6	255	80
YFR021W	YER052C	0.6023	0	30	193	289
YDL125C	YLR441C	0.60225	0	15	79	201
YBR123C	YNL127W	0.6022	0	25	191	254
YNL164C	YOR308C	0.60216	0	19	95	260
YLR320W	YJL205C	0.60197	0	35	1059	112
YKL208W	YPR176C	0.60187	0	43	286	352
YGL087C	YJL137C	0.60175	0	7	259	52
YOR103C	YDR435C	0.6014	0	32	368	195
YLR080W	YPR024W	0.60129	0	27	99	742
YJR085C	YGR140W	0.60075	0	14	199	336
YBR231C	YMR110C	0.60066	0	17	885	67
YLR028C	YDR067C	0.60064	0	17	177	225
YDL156W	YKL007W	0.60041	0	21	688	140
YMR294W	YHR083W	0.60022	0	16	427	94
YLR174W	YGR174C	0.60021	0	9	92	275
YDL147W	YHR080C	0.6002	0	12	608	70
YGL043W	YHR151C	0.60001	0	32	584	142
YKL106W	YOR261C	0.59973	0	22	116	454
YOR204W	YHL010C	0.59972	0	8	586	77
YLR026C	YHR105W	0.59972	0	13	488	51
YJL035C	YNL049C	0.59969	0	10	90	158
YDL217C	YGR238C	0.59965	0	27	573	156
YIL044C	YCR010C	0.59924	0	3	183	71
YOR031W	YBR218C	0.59911	0	18	151	216
YML109W	YOR141C	0.5988	0	30	105	489
YHR105W	YGR284C	0.59877	0	9	51	287
YJR130C	YKL109W	0.59848	0	5	106	280
YNL141W	YJL030W	0.59791	0	43	377	380
YCR009C	YKR038C	0.59765	0	27	1002	113
YKR042W	YJL020C	0.59724	0	28	225	187
YPR104C	YGL086W	0.59718	0	41	203	431
YGR245C	YMR293C	0.59694	0	10	250	311
YDR144C	YDR054C	0.59693	0	21	106	440
YGL012W	YMR262W	0.59686	0	3	267	39
YLR197W	YGR024C	0.59682	0	16	442	77
YEL012W	YEL047C	0.59579	0	4	104	31
YGL054C	YAL022C	0.59575	0	13	456	52
YPL003W	YER095W	0.59575	0	30	111	507
YIL147C	YDR363W	0.59556	0	25	165	269
YBR055C	YGL081W	0.59533	0	9	369	149
YLR285W	YOR319W	0.59516	0	1	68	187
YDR494W	YDR116C	0.59508	0	25	186	336
YNL081C	YLR170C	0.59507	0	22	445	170
YDR216W	YOR304W	0.59498	0	28	148	336
YDL056W	YML001W	0.59497	0	22	156	469
YMR154C	YOR087W	0.59483	0	14	383	138
YOR201C	YNR023W	0.59423	0	14	155	131
YOR179C	YPR152C	0.594	0	14	178	269
YGR063C	YDL130W	0.59384	0	22	241	213
YGL062W	YKL059C	0.59351	0	9	119	237
YOR048C	YDR374C	0.59343	0	11	488	77
YIL127C	YCL032W	0.59336	0	13	60	727
YJL148W	YMR266W	0.59324	0	9	520	41
YBR107C	YEL013W	0.59323	0	20	189	328
YNL282W	YFR012W	0.59313	0	6	320	80
YCR086W	YHR121W	0.59296	0	43	461	179
YDR316W	YBL015W	0.59292	0	28	347	143
YHR032W	YOR341W	0.59284	0	9	48	454
YLR229C	YPL029W	0.59278	0	19	317	213
YKL017C	YGR140W	0.59259	0	19	124	336
YNL272C	YJL019W	0.59257	0	29	374	196
YKL037W	YMR004W	0.59256	0	12	114	181
YGR116W	YGR062C	0.59237	0	18	159	97
YHR006W	YOR057W	0.59208	0	20	104	666
YGR099W	YHR035W	0.59205	0	18	548	68
YDR096W	YKL002W	0.59201	0	25	148	221
YDL104C	YLR238W	0.59199	0	14	175	210
YDR282C	YPR036W	0.59187	0	9	51	421
YKR096W	YLR268W	0.59176	0	60	160	1220
YPR144C	YDR469W	0.59171	0	23	288	494
YLR388W	YJR066W	0.59168	0	24	197	439
YNL185C	YPL134C	0.59152	0	6	157	70
YOR140W	YOR353C	0.59129	0	37	352	298
YMR238W	YER059W	0.59123	0	10	126	77
YGR098C	YGR264C	0.59116	1	58	580	298
YKL208W	YCL057C-A	0.59102	0	16	286	119
YML020W	YML104C	0.591	0	8	92	109
YOL004W	YLR437C	0.59096	0	11	1134	29
YGR185C	YDR113C	0.59087	0	22	218	218
YJL013C	YHR098C	0.59082	0	18	147	382
YLR067C	YBR010W	0.59067	0	26	106	799
YLR095C	YJR093C	0.59066	0	29	105	477
YPR019W	YMR129W	0.59054	0	8	140	142
YKR008W	YML109W	0.59026	0	21	316	105
YER019W	YPL017C	0.58994	0	19	246	135
YMR242C	YPL039W	0.5894	0	11	154	285
YBR264C	YBR164C	0.58932	0	19	59	413
YDL013W	YHR105W	0.58915	0	14	863	51
YBR080C	YNL317W	0.58905	0	7	342	38
YGR046W	YMR115W	0.58891	0	7	145	194
YJL016W	YJL054W	0.5888	0	1	38	262
YER079W	YGL098W	0.58871	0	15	145	287
YDR244W	YHR129C	0.58854	0	41	230	438
YLR264C-A	YBR202W	0.58851	0	14	55	402
YDR354W	YDR130C	0.58825	0	18	168	190
YHR107C	YNR031C	0.58797	0	57	787	243
YNL138W	YKL211C	0.58793	0	20	662	89
YLR371W	YBR092C	0.58779	0	16	793	64
YKL011C	YNR017W	0.58771	0	13	111	347
YER102W	YPL237W	0.58766	0	14	59	131
YGR040W	YNL207W	0.58745	0	6	209	206
YGR277C	YNL283C	0.58685	0	16	250	113
YKR082W	YLR457C	0.58677	0	14	545	89
YBR272C	YGR006W	0.5867	0	18	106	420
YOL071W	YHR061C	0.58664	0	5	99	111
YPR178W	YHR002W	0.58659	0	28	550	121
YDR082W	YJL105W	0.58643	0	11	250	97
YLR272C	YPL219W	0.58643	0	17	233	146
YER014C-A	YDR088C	0.58632	0	13	78	466
YMR013C	YLL026W	0.5863	0	20	170	449
YKL057C	YLR407W	0.5861	0	13	328	94
YNL315C	YER040W	0.58592	0	56	311	414
YPL015C	YDR409W	0.58577	0	5	51	216
YLR418C	YBR028C	0.58574	0	31	980	90
YHR206W	YDR397C	0.5856	0	63	269	467
YOR080W	YDL053C	0.58557	0	27	666	140
YDL052C	YOL102C	0.58523	0	12	105	230
YGR218W	YGR234W	0.58512	0	25	963	100
YIR008C	YHR189W	0.58509	0	48	317	380
YPL075W	YLR227C	0.58479	0	7	89	181
YIL104C	YDR307W	0.58465	0	1	95	120
YBR057C	YBR262C	0.5845	0	20	324	210
YHL029C	YNL291C	0.58408	0	21	481	126
YOR311C	YMR008C	0.58402	0	9	460	44
YER040W	YKR042W	0.584	0	35	414	225
YAL025C	YDR163W	0.58356	0	16	324	128
YLL042C	YOR006C	0.5835	0	8	134	134
YBL024W	YLR033W	0.58338	0	21	184	234
YJL085W	YHR151C	0.58309	0	40	520	142
YKL208W	YJL219W	0.58291	0	3	286	39
YHR079C	YGL213C	0.58288	0	42	471	240
YDR275W	YDR287W	0.5827	0	1	91	58
YHR069C	YLR017W	0.58241	0	11	265	82
YLR226W	YMR102C	0.58183	0	4	60	49
YML092C	YBR189W	0.58179	0	16	150	107
YIL110W	YJL099W	0.58175	0	15	146	229
YPL043W	YDL167C	0.58174	0	13	164	78
YJR113C	YLR323C	0.58172	0	9	119	327
YCL027W	YPL152W	0.58163	0	10	82	220
YOR312C	YNL003C	0.58162	1	14	186	437
YBR261C	YPL174C	0.58137	0	20	109	550
YKR013W	YOR117W	0.58083	0	11	76	623
YDR116C	YFR011C	0.58078	0	32	336	181
YJL131C	YMR275C	0.58069	0	15	141	230
YOR311C	YER098W	0.58052	0	17	460	110
YOR036W	YNR019W	0.58041	0	9	118	141
YGL255W	YBR077C	0.58027	0	11	181	103
YPL172C	YBR166C	0.58011	0	18	414	101
YGR122W	YBR092C	0.58009	0	7	246	64
YPR152C	YDL248W	0.58002	0	25	269	320
YLR260W	YKL206C	0.57994	0	13	164	168
YHR123W	YKL144C	0.5799	0	10	101	463
YOR032W-A	YHR062C	0.57967	0	13	64	197
YHR073W	YNL291C	0.57941	0	10	135	126
YLR071C	YCL057C-A	0.57903	0	19	363	119
YBL015W	YJL039C	0.57896	0	9	143	317
YCR088W	YMR298W	0.57894	0	19	155	220
YGL196W	YHR134W	0.57886	0	8	95	209
YNL049C	YNL245C	0.57885	0	41	158	389
YBR257W	YIL073C	0.5788	0	10	286	63
YGL035C	YBR142W	0.57861	0	27	260	354
YLR367W	YGL240W	0.5786	0	20	135	226
YKL160W	YNL090W	0.57843	0	15	382	157
YIL051C	YCL050C	0.57828	0	6	91	61
YNL134C	YDR090C	0.57807	0	5	92	46
YIL007C	YPL153C	0.57804	0	29	128	576
YBR236C	YAL044C	0.57786	0	21	340	91
YPL217C	YER149C	0.57763	0	19	434	143
YCL001W-B	YGR188C	0.57718	0	11	104	716
YHR143W	YDR246W	0.57707	0	16	114	550
YLR007W	YNR015W	0.57698	0	5	259	78
YMR222C	YMR197C	0.57689	0	12	69	695
YGL027C	YPL213W	0.57688	1	43	200	680
YGL071W	YDR014W	0.57667	0	33	306	167
YMR100W	YIL017C	0.57652	0	25	324	170
YER113C	YMR312W	0.5765	0	11	66	455
YDR524C-B	YML097C	0.57645	1	44	137	574
YML067C	YDR116C	0.57626	0	21	157	336
YBR009C	YPL065W	0.57612	0	24	695	107
YKL205W	YER065C	0.57569	0	6	163	78
YNL214W	YMR238W	0.57546	0	7	96	126
YER148W	YOR274W	0.57543	0	18	302	93
YBL075C	YLL026W	0.57521	0	25	133	449
YPL021W	YOR184W	0.57511	0	4	88	303
YER153C	YBR079C	0.57508	0	21	212	271
YBR179C	YNL262W	0.57505	0	23	137	592
YNL282W	YLR174W	0.57488	0	9	320	92
YJR112W	YML024W	0.57482	0	9	252	116
YNL126W	YPL235W	0.57471	0	23	109	480
YKR007W	YGR262C	0.57467	0	20	344	125
YKL130C	YBL021C	0.57459	0	14	111	374
YDL005C	YCR035C	0.57452	0	11	144	131
YPR040W	YMR105C	0.57434	0	5	89	117
YGL084C	YJR111C	0.57414	0	10	496	35
YLR394W	YKR038C	0.57359	0	11	233	113
YLR150W	YAL064W	0.57332	0	14	356	102
YGL063W	YGR195W	0.57307	0	8	71	273
YKR036C	YGL054C	0.57303	0	21	120	456
YLR199C	YKL110C	0.57291	0	18	97	318
YDR295C	YPR187W	0.57284	0	19	366	100
YLR433C	YMR076C	0.5728	0	19	118	382
YDL107W	YDR495C	0.57254	0	11	149	128
YHR059W	YBL041W	0.57247	0	21	109	394
YGR101W	YOR174W	0.57237	0	27	138	550
YJL178C	YNL271C	0.57221	0	23	163	443
YOR348C	YDL098C	0.57206	0	5	80	218
YMR036C	YIR009W	0.572	0	4	157	77
YLR181C	YOR057W	0.57172	0	32	104	666
YKL042W	YGR184C	0.57142	0	20	315	226
YLR329W	YJL117W	0.5712	0	13	74	269
YFR043C	YPR094W	0.57118	0	14	76	224
YGR161C	YHR036W	0.57117	0	32	109	814
YER032W	YOL002C	0.57065	0	13	89	303
YLR459W	YMR044W	0.57057	0	30	582	176
YOR002W	YJL176C	0.57047	0	47	338	383
YMR236W	YPL103C	0.57041	0	17	446	136
YCL059C	YER065C	0.57039	0	13	403	78
YDR233C	YGR195W	0.57035	0	20	173	273
YNL020C	YGR040W	0.57034	0	10	156	209
YFL025C	YOR034C	0.57031	0	16	386	73
YKR024C	YDR105C	0.57028	0	19	438	149
YKR101W	YDR295C	0.57021	0	24	76	366
YMR073C	YGL233W	0.56983	0	29	215	255
YCR068W	YPL019C	0.56967	0	8	309	71
YLR304C	YOL054W	0.56951	0	14	199	158
YMR054W	YML041C	0.56947	0	33	124	714
YDL207W	YPL061W	0.56941	0	27	448	217
YLR133W	YOR329C	0.56909	0	3	116	56
YKL205W	YGL171W	0.56887	0	3	163	37
YMR288W	YCR042C	0.5687	0	4	49	43
YPL106C	YOL025W	0.56858	0	12	629	65
YJR010C-A	YNL054W	0.56847	0	16	134	381
YPL122C	YDL064W	0.56795	0	18	161	285
YBR033W	YLR145W	0.56792	0	7	113	169
YBR044C	YOR183W	0.56759	0	9	103	142
YPR046W	YDR518W	0.56754	0	8	225	153
YER173W	YGR126W	0.56752	0	2	203	28
YLR442C	YER086W	0.56726	0	10	100	239
YCL059C	YLL041C	0.56713	0	25	403	154
YFR006W	YDR080W	0.56699	0	13	107	567
YDL216C	YMR060C	0.56692	0	17	166	319
YER005W	YKR088C	0.56688	0	6	96	108
YBR272C	YDR292C	0.56682	0	9	106	329
YER120W	YML038C	0.56647	0	21	333	127
YLR348C	YER122C	0.56626	0	30	113	519
YOR187W	YMR055C	0.56606	0	13	187	213
YLR247C	YDR197W	0.56542	0	11	97	141
YCR028C-A	YDR121W	0.56538	0	26	409	151
YDR155C	YNR041C	0.56531	0	18	157	318
YPL225W	YCL005W	0.56524	0	17	103	161
YPL041C	YJR117W	0.56515	0	32	164	360
YDR450W	YNR032C-A	0.56506	0	10	145	124
YPL005W	YNL007C	0.56505	0	6	76	91
YPL154C	YNL012W	0.5648	0	6	179	107
YDR349C	YGL153W	0.56468	0	10	80	205
YKL171W	YHR114W	0.56466	0	8	214	200
YKL168C	YGL187C	0.56458	0	9	148	224
YLR216C	YNR016C	0.56451	0	28	163	271
YOR267C	YER042W	0.56401	0	8	168	121
YIR011C	YDR493W	0.5639	0	12	392	93
YGL066W	YLR057W	0.56387	0	17	678	71
YIL091C	YGL238W	0.5637	0	27	124	239
YGR092W	YPL056C	0.56368	0	22	903	81
YNL278W	YDL060W	0.5634	0	8	108	154
YMR269W	YNL055C	0.56303	0	26	300	424
YLR310C	YIL139C	0.56297	0	12	493	79
YOR008C-A	YLR352W	0.56296	0	5	109	82
YDR507C	YDR253C	0.5629	0	12	296	89
YNR008W	YKR020W	0.56227	0	27	127	538
YNR019W	YPR029C	0.56213	0	14	141	178
YOL080C	YER035W	0.56212	0	4	71	61
YLR208W	YLR053C	0.562	0	8	293	80
YCR076C	YDR359C	0.56194	0	10	98	474
YLR251W	YNL118C	0.56178	0	15	54	645
YOR293C-A	YCR097W	0.56176	0	2	15	25
YGL066W	YCL005W	0.56162	0	55	678	161
YDL160C	YBR025C	0.56154	1	111	3583	150
YIL118W	YDL056W	0.56139	0	16	238	156
YOR187W	YGL257C	0.56133	0	6	187	83
YNL085W	YCR020W-B	0.56103	0	21	310	117
YDR435C	YNL251C	0.56102	0	17	195	259
YPR045C	YDR318W	0.56084	0	33	325	222
YML006C	YNR021W	0.56081	0	11	133	90
YHR132C	YBR267W	0.5608	0	10	70	430
YGR142W	YEL013W	0.56072	0	10	64	328
YDR390C	YJR139C	0.56046	0	2	29	507
YBR260C	YBR069C	0.56036	0	11	251	85
YBR089C-A	YNR011C	0.56017	0	20	154	301
YLL006W	YDL240W	0.56004	0	40	637	128
YDL116W	YPL242C	0.55996	0	13	343	97
YDR523C	YIL104C	0.55981	0	3	103	95
YOR185C	YMR275C	0.55972	0	5	109	230
YPL005W	YER006W	0.55955	0	4	76	220
YNL220W	YDR130C	0.55948	0	11	147	190
YKL016C	YML032C	0.55943	0	32	244	555
YBR195C	YDL120W	0.55941	0	9	149	103
YMR166C	YPL183W-A	0.55935	0	22	141	263
YBR017C	YDR389W	0.55917	0	35	234	497
YDL097C	YGR240C-A	0.55901	0	11	716	53
YLL024C	YJR101W	0.55885	0	11	442	131
YMR083W	YOR008C	0.55882	0	6	169	200
YPL002C	YDL248W	0.55859	0	15	119	320
YDR276C	YKL189W	0.55827	0	13	508	65
YCL045C	YPL262W	0.55798	0	29	146	423
YLR113W	YDR449C	0.55791	0	42	638	218
YIL148W	YDR091C	0.55788	0	21	178	172
YGL211W	YLR381W	0.55771	0	18	310	151
YLR092W	YGL017W	0.55728	0	0	77	22
YOR005C	YDR121W	0.55701	0	17	245	151
YHR098C	YLR248W	0.55692	0	17	382	132
YGR250C	YGR097W	0.5569	0	27	96	613
YGL213C	YHR064C	0.55687	0	12	240	109
YMR035W	YDR167W	0.55683	0	29	299	283
YDR021W	YLR199C	0.55674	0	15	312	97
YNL169C	YGL078C	0.55673	0	32	473	235
YOR304C-A	YOR254C	0.55654	0	19	81	600
YKL059C	YGR082W	0.55653	0	17	237	89
YJR105W	YER006W	0.5565	0	25	240	220
YDR285W	YJL168C	0.55644	0	16	92	616
YLR239C	YLR285W	0.55642	0	9	384	68
YKL104C	YLR303W	0.55636	0	12	197	82
YDL113C	YNL192W	0.55621	0	11	104	128
YLR081W	YBL045C	0.55611	0	4	67	135
YDR178W	YNR041C	0.55606	0	15	94	318
YNL058C	YBR135W	0.55589	0	13	51	631
YHR064C	YDR103W	0.55588	0	5	109	57
YLR201C	YNL104C	0.55574	0	19	194	121
YLR221C	YKL017C	0.55563	0	7	113	124
YHR099W	YER144C	0.55557	0	12	258	79
YKR062W	YER052C	0.55555	0	26	195	289
YPL061W	YDR322C-A	0.55532	0	8	217	57
YKR016W	YKL015W	0.55501	0	17	372	103
YCR033W	YBR101C	0.55493	0	26	666	99
YEL013W	YGR141W	0.55477	0	16	328	88
YBR201W	YNL082W	0.55472	0	15	242	238
YGL043W	YLL007C	0.55466	0	33	584	85
YDR503C	YMR077C	0.55459	0	9	71	161
YDR484W	YLR154C	0.55452	0	18	420	108
YKL040C	YDL054C	0.55425	0	5	203	85
YER178W	YNL132W	0.55424	0	29	475	181
YMR005W	YDL160C-A	0.55412	0	5	251	32
YOR388C	YLR370C	0.5539	0	8	79	370
YPL048W	YCR034W	0.55374	0	28	170	536
YGR074W	YLR204W	0.55369	0	13	375	133
YPR034W	YMR110C	0.55349	0	7	306	67
YHR039C	YPL009C	0.55334	0	8	109	174
YLR191W	YJL123C	0.55324	0	36	269	371
YPL270W	YBR145W	0.55317	0	12	265	114
YDL127W	YDR233C	0.55262	0	6	87	173
YGR217W	YLL036C	0.55256	0	36	164	500
YPR183W	YDR226W	0.55251	0	29	478	88
YDR096W	YNL181W	0.55237	0	46	148	1033
YOR191W	YLR354C	0.55217	0	9	191	104
YFL011W	YKR016W	0.55189	0	6	61	372
YCR076C	YPR180W	0.55185	0	11	98	219
YMR229C	YGL090W	0.5518	0	12	351	77
YKL004W	YGL237C	0.55178	0	15	193	167
YHR064C	YJR066W	0.55176	0	19	109	439
YKL212W	YER053C	0.55168	0	18	1065	60
YFL017C	YDL115C	0.55166	0	26	306	276
YPL167C	YBR211C	0.55165	0	11	134	289
YBR290W	YML106W	0.55144	0	18	208	163
YMR270C	YHR082C	0.55142	0	15	121	459
YBR253W	YMR025W	0.55141	0	12	199	146
YLR433C	YHR167W	0.55126	0	14	118	398
YPR122W	YDR032C	0.55124	0	4	190	130
YGL055W	YPL181W	0.55097	0	30	197	378
YMR058W	YJL024C	0.55093	0	9	115	147
YJL029C	YIL173W	0.55084	0	9	704	34
YMR285C	YDR009W	0.55052	0	2	161	62
YPL153C	YGR187C	0.55033	0	29	576	141
YBL093C	YOL002C	0.55013	0	5	69	303
YDR147W	YAL054C	0.55008	0	2	108	88
YPR048W	YAR071W	0.55007	0	10	143	116
YJL065C	YLR304C	0.55003	0	6	122	199
YFL017W-A	YDR168W	0.55003	0	7	56	726
YNL075W	YJR132W	0.54992	0	2	57	76
YDR058C	YJR088C	0.54982	0	18	160	167
YOR194C	YDL047W	0.54982	0	15	267	184
YLR229C	YGL194C	0.54961	0	37	317	391
YML121W	YDR175C	0.54954	0	17	399	168
YPL032C	YLR206W	0.54947	0	18	159	181
YDR405W	YIR010W	0.54943	0	21	151	644
YDR037W	YBR127C	0.54942	0	21	157	173
YBR180W	YLL021W	0.5494	0	3	45	180
YHR035W	YLR056W	0.54921	0	18	68	749
YBR193C	YNL287W	0.5491	0	28	610	152
YJR031C	YJR006W	0.54892	0	15	93	469
YKL024C	YOL093W	0.54888	0	14	230	83
YNL128W	YEL018W	0.54871	0	19	114	344
YDR300C	YCL040W	0.54852	0	5	30	56
YBR074W	YLL031C	0.54849	0	10	59	590
YOR232W	YDR118W	0.54832	0	7	338	42
YLL035W	YJL140W	0.54831	0	8	204	139
YEL040W	YMR186W	0.54771	0	29	93	1182
YML097C	YMR110C	0.54754	0	16	574	67
